tree,height_m,file,bad,threshold,area_px,area_mm2,area_frac
8430,0.3,23890.tif,0,10,145,9.1,0.0021
8430,0.3,23890.tif,0,20,805,50.3,0.0117
8430,0.3,23890.tif,0,30,1304,81.5,0.019
8430,0.3,23890.tif,0,40,3555,222.2,0.0519
8430,0.3,23890.tif,0,50,4747,296.7,0.0693
8430,0.3,23890.tif,0,60,8238,514.9,0.1202
8430,0.3,23890.tif,0,70,56665,3541.6,0.827
8430,0.3,23890.tif,0,80,66069,4129.3,0.9642
8430,0.3,23890.tif,0,90,68407,4275.4,0.9983
8430,0.3,23890.tif,0,100,68501,4281.3,0.9997
8430,1.4,23892.tif,0,10,0,0.0,0.0
8430,1.4,23892.tif,0,20,47,2.9,0.0006
8430,1.4,23892.tif,0,30,202,12.6,0.0024
8430,1.4,23892.tif,0,40,1055,65.9,0.0125
8430,1.4,23892.tif,0,50,2792,174.5,0.033
8430,1.4,23892.tif,0,60,28699,1793.7,0.3388
8430,1.4,23892.tif,0,70,60249,3765.6,0.7112
8430,1.4,23892.tif,0,80,75102,4693.9,0.8866
8430,1.4,23892.tif,0,90,78747,4921.7,0.9296
8430,1.4,23892.tif,0,100,84101,5256.3,0.9928
8430,2.3,23894.tif,0,10,0,0.0,0.0
8430,2.3,23894.tif,0,20,0,0.0,0.0
8430,2.3,23894.tif,0,30,82,5.1,0.0013
8430,2.3,23894.tif,0,40,319,19.9,0.005
8430,2.3,23894.tif,0,50,1031,64.4,0.0161
8430,2.3,23894.tif,0,60,9722,607.6,0.1523
8430,2.3,23894.tif,0,70,42247,2640.4,0.6617
8430,2.3,23894.tif,0,80,53371,3335.7,0.8359
8430,2.3,23894.tif,0,90,58813,3675.8,0.9212
8430,2.3,23894.tif,0,100,61100,3818.8,0.957
8627,1.4,23865.tif,0,10,132,8.2,0.0005
8627,1.4,23865.tif,0,20,4574,285.9,0.0158
8627,1.4,23865.tif,0,30,16161,1010.1,0.0559
8627,1.4,23865.tif,0,40,20260,1266.2,0.0701
8627,1.4,23865.tif,0,50,39433,2464.6,0.1364
8627,1.4,23865.tif,0,60,84882,5305.1,0.2935
8627,1.4,23865.tif,0,70,154232,9639.5,0.5334
8627,1.4,23865.tif,0,80,255565,15972.8,0.8838
8627,1.4,23865.tif,0,90,271162,16947.6,0.9377
8627,1.4,23865.tif,0,100,285475,17842.2,0.9872
8627,3.4,23867.tif,0,10,106,6.6,0.0005
8627,3.4,23867.tif,0,20,12195,762.2,0.0553
8627,3.4,23867.tif,0,30,17432,1089.5,0.079
8627,3.4,23867.tif,0,40,20660,1291.2,0.0937
8627,3.4,23867.tif,0,50,31142,1946.4,0.1412
8627,3.4,23867.tif,0,60,54420,3401.2,0.2467
8627,3.4,23867.tif,0,70,149155,9322.2,0.6762
8627,3.4,23867.tif,0,80,188645,11790.3,0.8553
8627,3.4,23867.tif,0,90,195219,12201.2,0.8851
8627,3.4,23867.tif,0,100,218736,13671.0,0.9917
8627,4.4,23869.tif,0,10,1172,73.2,0.0065
8627,4.4,23869.tif,0,20,23547,1471.7,0.1306
8627,4.4,23869.tif,0,30,28368,1773.0,0.1573
8627,4.4,23869.tif,0,40,30010,1875.6,0.1664
8627,4.4,23869.tif,0,50,47221,2951.3,0.2619
8627,4.4,23869.tif,0,60,61876,3867.2,0.3431
8627,4.4,23869.tif,0,70,77069,4816.8,0.4274
8627,4.4,23869.tif,0,80,148741,9296.3,0.8249
8627,4.4,23869.tif,0,90,165033,10314.6,0.9152
8627,4.4,23869.tif,0,100,174831,10926.9,0.9695
8627,5.4,23871.tif,0,10,887,55.4,0.0058
8627,5.4,23871.tif,0,20,12578,786.1,0.0823
8627,5.4,23871.tif,0,30,15166,947.9,0.0993
8627,5.4,23871.tif,0,40,16367,1022.9,0.1071
8627,5.4,23871.tif,0,50,29817,1863.6,0.1952
8627,5.4,23871.tif,0,60,53279,3329.9,0.3488
8627,5.4,23871.tif,0,70,91313,5707.1,0.5978
8627,5.4,23871.tif,0,80,137112,8569.5,0.8976
8627,5.4,23871.tif,0,90,145239,9077.4,0.9508
8627,5.4,23871.tif,0,100,151730,9483.1,0.9933
8714,1.4,23825.tif,0,10,325,20.3,0.0006
8714,1.4,23825.tif,0,20,1820,113.8,0.0034
8714,1.4,23825.tif,0,30,6144,384.0,0.0114
8714,1.4,23825.tif,0,40,10961,685.1,0.0204
8714,1.4,23825.tif,0,50,15414,963.4,0.0286
8714,1.4,23825.tif,0,60,89362,5585.1,0.1661
8714,1.4,23825.tif,0,70,223027,13939.2,0.4145
8714,1.4,23825.tif,0,80,530634,33164.6,0.9862
8714,1.4,23825.tif,0,90,537580,33598.8,0.9991
8714,1.4,23825.tif,0,100,537975,33623.4,0.9999
8714,2.0,23827.tif,0,10,4407,275.4,0.0103
8714,2.0,23827.tif,0,20,18443,1152.7,0.0432
8714,2.0,23827.tif,0,30,40808,2550.5,0.0956
8714,2.0,23827.tif,0,40,48851,3053.2,0.1145
8714,2.0,23827.tif,0,50,56202,3512.6,0.1317
8714,2.0,23827.tif,0,60,95450,5965.6,0.2237
8714,2.0,23827.tif,0,70,170030,10626.9,0.3985
8714,2.0,23827.tif,0,80,402168,25135.5,0.9426
8714,2.0,23827.tif,0,90,425067,26566.7,0.9963
8714,2.0,23827.tif,0,100,426333,26645.8,0.9993
8714,3.0,23829.tif,0,10,2057,128.6,0.0052
8714,3.0,23829.tif,0,20,9882,617.6,0.0251
8714,3.0,23829.tif,0,30,31778,1986.1,0.0809
8714,3.0,23829.tif,0,40,42113,2632.1,0.1072
8714,3.0,23829.tif,0,50,63056,3941.0,0.1605
8714,3.0,23829.tif,0,60,141841,8865.1,0.361
8714,3.0,23829.tif,0,70,224083,14005.2,0.5703
8714,3.0,23829.tif,0,80,314916,19682.2,0.8015
8714,3.0,23829.tif,0,90,384786,24049.1,0.9793
8714,3.0,23829.tif,0,100,391545,24471.6,0.9965
8714,4.0,23831.tif,0,10,398,24.9,0.0014
8714,4.0,23831.tif,0,20,6198,387.4,0.0212
8714,4.0,23831.tif,0,30,7322,457.6,0.0251
8714,4.0,23831.tif,0,40,13976,873.5,0.0479
8714,4.0,23831.tif,0,50,27661,1728.8,0.0948
8714,4.0,23831.tif,0,60,58351,3646.9,0.2
8714,4.0,23831.tif,0,70,177539,11096.2,0.6084
8714,4.0,23831.tif,0,80,279826,17489.1,0.959
8714,4.0,23831.tif,0,90,289527,18095.4,0.9922
8714,4.0,23831.tif,0,100,290949,18184.3,0.9971
prune,1.4,23851.tif,0,10,155,9.7,0.0003
prune,1.4,23851.tif,0,20,1300,81.2,0.0023
prune,1.4,23851.tif,0,30,4078,254.9,0.0072
prune,1.4,23851.tif,0,40,10296,643.5,0.0182
prune,1.4,23851.tif,0,50,16231,1014.4,0.0288
prune,1.4,23851.tif,0,60,88975,5560.9,0.1576
prune,1.4,23851.tif,0,70,428254,26765.9,0.7588
prune,1.4,23851.tif,0,80,546249,34140.6,0.9679
prune,1.4,23851.tif,0,90,560036,35002.2,0.9923
prune,1.4,23851.tif,0,100,564290,35268.1,0.9998
prune,2.5,23853.tif,0,10,0,0.0,0.0
prune,2.5,23853.tif,0,20,417,26.1,0.0008
prune,2.5,23853.tif,0,30,875,54.7,0.0018
prune,2.5,23853.tif,0,40,1974,123.4,0.004
prune,2.5,23853.tif,0,50,4949,309.3,0.01
prune,2.5,23853.tif,0,60,49519,3094.9,0.1002
prune,2.5,23853.tif,0,70,367994,22999.6,0.7447
prune,2.5,23853.tif,0,80,474689,29668.1,0.9606
prune,2.5,23853.tif,0,90,489256,30578.5,0.99
prune,2.5,23853.tif,0,100,494152,30884.5,0.9999
prune,3.5,23855.tif,0,10,0,0.0,0.0
prune,3.5,23855.tif,0,20,120,7.5,0.0003
prune,3.5,23855.tif,0,30,258,16.1,0.0006
prune,3.5,23855.tif,0,40,633,39.6,0.0014
prune,3.5,23855.tif,0,50,5392,337.0,0.0123
prune,3.5,23855.tif,0,60,50728,3170.5,0.1156
prune,3.5,23855.tif,0,70,324475,20279.7,0.7396
prune,3.5,23855.tif,0,80,414856,25928.5,0.9456
prune,3.5,23855.tif,0,90,435376,27211.0,0.9924
prune,3.5,23855.tif,0,100,438589,27411.8,0.9997
prune,4.5,23857.tif,0,10,853,53.3,0.0027
prune,4.5,23857.tif,0,20,2490,155.6,0.0078
prune,4.5,23857.tif,0,30,4177,261.1,0.013
prune,4.5,23857.tif,0,40,7199,449.9,0.0225
prune,4.5,23857.tif,0,50,22680,1417.5,0.0707
prune,4.5,23857.tif,0,60,40584,2536.5,0.1266
prune,4.5,23857.tif,0,70,258094,16130.9,0.805
prune,4.5,23857.tif,0,80,313028,19564.2,0.9763
prune,4.5,23857.tif,0,90,319287,19955.4,0.9958
prune,4.5,23857.tif,0,100,320598,20037.4,0.9999
prune,5.5,23859.tif,0,10,498,31.1,0.002
prune,5.5,23859.tif,0,20,2157,134.8,0.0085
prune,5.5,23859.tif,0,30,7262,453.9,0.0285
prune,5.5,23859.tif,0,40,17824,1114.0,0.0699
prune,5.5,23859.tif,0,50,25320,1582.5,0.0993
prune,5.5,23859.tif,0,60,45457,2841.1,0.1783
prune,5.5,23859.tif,0,70,197152,12322.0,0.7734
prune,5.5,23859.tif,0,80,243470,15216.9,0.9551
prune,5.5,23859.tif,0,90,252280,15767.5,0.9897
prune,5.5,23859.tif,0,100,254700,15918.8,0.9992
prune,6.5,23861.tif,0,10,1575,98.4,0.006
prune,6.5,23861.tif,0,20,5396,337.2,0.0204
prune,6.5,23861.tif,0,30,15122,945.1,0.0572
prune,6.5,23861.tif,0,40,26920,1682.5,0.1018
prune,6.5,23861.tif,0,50,44257,2766.1,0.1674
prune,6.5,23861.tif,0,60,86040,5377.5,0.3255
prune,6.5,23861.tif,0,70,171361,10710.1,0.6483
prune,6.5,23861.tif,0,80,251395,15712.2,0.9511
prune,6.5,23861.tif,0,90,257757,16109.8,0.9751
prune,6.5,23861.tif,0,100,260561,16285.1,0.9857
prune,7.5,23863.tif,0,10,341,21.3,0.0018
prune,7.5,23863.tif,0,20,1915,119.7,0.0102
prune,7.5,23863.tif,0,30,3055,190.9,0.0162
prune,7.5,23863.tif,0,40,3393,212.1,0.018
prune,7.5,23863.tif,0,50,3890,243.1,0.0206
prune,7.5,23863.tif,0,60,31594,1974.6,0.1675
prune,7.5,23863.tif,0,70,138991,8686.9,0.737
prune,7.5,23863.tif,0,80,177278,11079.9,0.94
prune,7.5,23863.tif,0,90,185784,11611.5,0.9851
prune,7.5,23863.tif,0,100,187744,11734.0,0.9955
